step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
2996,0.0004140796960402966,0,1.0,0.950138170047735,1.0524785042050884,0.9747503116427996,0.00040362431276023486,2.0646771390646832e-05,0.0003934329246496498,19.055421170008128,0.950138170047735,1.3678384311343545,57.94643200501848,21.885414898149673,9.210340371976184,0.0
2997,0.0004139184687813887,0,1.0,0.9501880318776873,1.0524232746058464,0.9747758880264157,0.0004034777429769124,2.0618093572175017e-05,0.00039330037520921365,19.0754966666748,0.9501880318776873,1.368252349603136,57.963967042681496,21.892037593650176,9.210340371976184,0.0
2998,0.0004137572083927985,0,1.0,0.9502378438458097,1.0523681060236378,0.9748014381635932,0.00040333112179185356,2.058945081396431e-05,0.00039316775757883423,19.095592258933756,0.9502378438458097,1.368666106811529,57.98149524878903,21.898657708984462,9.210340371976184,0.0
2999,0.0004135959149381888,0,1.0,0.9502876060019638,1.0523129983849684,0.9748269620819706,0.0004031844492887077,2.0560843079385496e-05,0.0003930350718588033,19.115707966900647,0.9502876060019638,1.3690797027264672,57.99901662194028,21.905275243623475,9.210340371976184,0.0
3000,0.00041343458848123576,0,1.0,0.9503373183959619,1.0522579516164448,0.9748524598091559,0.0004030377255511188,2.0532270331840124e-05,0.00039290231814939565,19.135843810711375,0.9503373183959619,1.3694931373149484,58.016531160737145,21.911890197039174,9.210340371976184,0.0
3001,0.0004132732290856286,0,1.0,0.9503869810775659,1.0522029656447756,0.9748779313727262,0.00040289095066272436,2.0503732534760725e-05,0.00039276949655086787,19.155999810521884,0.9503869810775659,1.369906410544034,58.03403886378424,21.918502568704543,9.210340371976184,0.0
3002,0.00041311183681506936,0,1.0,0.9504365940964884,1.0521480403967693,0.9749033768002286,0.00040274412470715613,2.047522965161053e-05,0.0003926366071634588,19.17617598650841,0.9504365940964884,1.370319522380849,58.05153972968886,21.925112358093585,9.210340371976184,0.0
3003,0.0004129504117332731,0,1.0,0.9504861575023918,1.0520931757993368,0.974928796119179,0.00040259724776803925,2.0446761645883722e-05,0.0003925036500873894,19.196372358867254,0.9504861575023918,1.3707324727925823,58.069033757061014,21.931719564681316,9.210340371976184,0.0
3004,0.0004127889539039681,0,1.0,0.9505356713448895,1.052038371779488,0.9749541893570639,0.00040245031992899367,2.0418328481105147e-05,0.000392370625422863,19.216588947815076,0.9505356713448895,1.3711452617464863,58.086520944513396,21.93832418794378,9.210340371976184,0.0
3005,0.00041262746339089515,0,1.0,0.9505851356735446,1.0519836282643344,0.9749795565413383,0.00040230334127363225,2.0389930120830512e-05,0.00039223753327006464,19.236825773588684,0.9505851356735446,1.3715578892098772,58.10400129066141,21.944926227358035,9.210340371976184,0.0
3006,0.00041246594025780823,0,1.0,0.950634550537871,1.0519289451810876,0.9750048976994274,0.0004021563118855625,2.0361566528646332e-05,0.00039210437372916193,19.257082856445113,0.950634550537871,1.371970355150135,58.12147479412315,21.95152568240216,9.210340371976184,0.0
3007,0.0004123043845684742,0,1.0,0.9506839159873332,1.0518743224570593,0.9750302128587264,0.00040200923184838553,2.0333237668169775e-05,0.0003919711469003044,19.277360216661762,0.9506839159873332,1.3723826595347035,58.138941453519436,21.958122552555256,9.210340371976184,0.0
3008,0.00041214279638667243,0,1.0,0.9507332320713459,1.0518197600196613,0.9750555020465993,0.00040186210124569624,2.0304943503048748e-05,0.00039183785288362367,19.297657874536316,0.9507332320713459,1.37279480233109,58.156401267473754,21.96471683729744,9.210340371976184,0.0
3009,0.0004119811757761956,0,1.0,0.9507824988392745,1.0517652577964054,0.9750807652903806,0.00040171492016108357,2.027668399696198e-05,0.0003917044917792336,19.31797585038668,0.9507824988392745,1.3732067835068662,58.17385423461233,21.97130853610986,9.210340371976184,0.0
3010,0.00041181952280084885,0,1.0,0.9508317163404352,1.0517108157149027,0.9751060026173745,0.0004015676886781304,2.0248459113618762e-05,0.0003915710636872301,19.338314164551228,0.9508317163404352,1.373618603029667,58.19130035356406,21.977897648474674,9.210340371976184,0.0
3011,0.0004116578375244504,0,1.0,0.9508808846240948,1.051656433702864,0.9751312140548546,0.0004014204068804134,2.022026881675911e-05,0.0003914375687076913,19.35867283738865,0.9508808846240948,1.3740302608671915,58.20873962296056,21.984484173875064,9.210340371976184,0.0
3012,0.0004114961200108309,0,1.0,0.9509300037394707,1.0516021116880998,0.975156399630065,0.000401273074851503,2.0192113070153798e-05,0.00039130400694067707,19.379051889277907,0.9509300037394707,1.3744417569872023,58.22617204143615,21.991068111795236,9.210340371976184,0.0
3013,0.00041133437032383373,0,1.0,0.9509790737357312,1.0515478495985193,0.9751815593702188,0.00040112569267496324,2.016399183760409e-05,0.00039117037848622965,19.399451340618526,0.9509790737357312,1.374853091357526,58.24359760762786,21.997649461720417,9.210340371976184,0.0
3014,0.00041117258852731533,0,1.0,0.9510280946619954,1.0514936473621315,0.9752066933024996,0.0004009782604343525,2.0135905082941983e-05,0.00039103668344437335,19.419871211830348,0.9510280946619954,1.3752642639460535,58.26101632017542,22.004228223136856,9.210340371976184,0.0
3015,0.0004110107746851445,0,1.0,0.9510770665673335,1.051439504907043,0.9752318014540613,0.0004008307782132228,2.010785277003002e-05,0.0003909029219151145,19.440311523353717,0.9510770665673335,1.3756752747207386,58.278428177721246,22.010804395531817,9.210340371976184,0.0
3016,0.00041084892886120286,0,1.0,0.9511259895007661,1.0513854221614607,0.975256883852027,0.00040068324609511985,2.007983486276143e-05,0.0003907690939984414,19.46077229564934,0.9511259895007661,1.3760861236495998,58.29583317891049,22.017377978393597,9.210340371976184,0.0
3017,0.0004106870511193844,0,1.0,0.9511748635112653,1.0513313990536888,0.9752819405234905,0.00040053566416358317,2.005185132505989e-05,0.0003906351997943245,19.48125354919854,0.9511748635112653,1.3764968107007192,58.313231322391005,22.023948971211507,9.210340371976184,0.0
3018,0.00041052514152359603,0,1.0,0.9512236886477541,1.0512774355121304,0.9753069714955153,0.0004003880325021462,2.002390212087974e-05,0.0003905012394027163,19.50175530450305,0.9512236886477541,1.3769073358422428,58.330622606813336,22.030517373475885,9.210340371976184,0.0
3019,0.0004103632001377571,0,1.0,0.9512724649591063,1.0512235314652867,0.9753319767951354,0.00040024035119433636,1.9995987214205817e-05,0.00039036721292355127,19.522277582085138,0.9512724649591063,1.3773176990423805,58.348007030830736,22.03708318467809,9.210340371976184,0.0
3020,0.0004102012270257993,0,1.0,0.9513211924941473,1.0511696868417575,0.975356956449354,0.00040009262032367416,1.9968106569053484e-05,0.00039023312045674584,19.54282040248764,0.9513211924941473,1.3777279002694063,58.36538459309919,22.0436464043105,9.210340371976184,0.0
3021,0.0004100392222516674,0,1.0,0.9513698713016531,1.0511159015702398,0.9753819104851459,0.00039994483997367466,1.9940260149468664e-05,0.0003900989621021987,19.563383786273892,0.9513698713016531,1.378137939491658,58.38275529227738,22.050207031866528,9.210340371976184,0.0
3022,0.0004098771858793181,0,1.0,0.9514185014303514,1.0510621755795286,0.9754068389294547,0.00039979701022784615,1.9912447919527666e-05,0.0003899647379597904,19.583967754027935,0.9514185014303514,1.3785478166775373,58.400119127026684,22.056765066840597,9.210340371976184,0.0
3023,0.0004097151179727208,0,1.0,0.9514670829289211,1.0510085087985166,0.9754317418091955,0.000399649131169691,1.9884669843337354e-05,0.00038983044812938345,19.604572326354305,0.9514670829289211,1.37895753179551,58.41747609601121,22.06332050872816,9.210340371976184,0.0
3024,0.0004095530185958573,0,1.0,0.9515156158459922,1.0509549011561943,0.9754566191512528,0.0003995012028827051,1.9856925885035044e-05,0.00038969609271082223,19.625197523878178,0.9515156158459922,1.379367084814106,58.434826197897756,22.069873357025696,9.210340371976184,0.0
3025,0.000409390887812722,0,1.0,0.9515641002301461,1.0509013525816486,0.9754814709824817,0.00039935322545037817,1.9829216008788485e-05,0.00038956167180393347,19.645843367245394,0.9515641002301461,1.3797764757019186,58.45216943135585,22.076423611230698,9.210340371976184,0.0
3026,0.00040922872568732147,0,1.0,0.951612536129916,1.050847863004064,0.9755062973297077,0.0003992051989561936,1.980154017879577e-05,0.0003894271855085257,19.666509877122536,0.951612536129916,1.380185704427606,58.46950579505772,22.082971270841696,9.210340371976184,0.0
3027,0.00040906653228367485,0,1.0,0.9516609235937862,1.0507944323527223,0.9755310982197268,0.0003990571234836287,1.9773898359285493e-05,0.00038929263392438934,19.687197074196753,0.9516609235937862,1.3805947709598896,58.4868352876783,22.089516335358233,9.210340371976184,0.0
3028,0.0004089043076658134,0,1.0,0.9517092626701923,1.0507410605570018,0.9755558736793051,0.00039890899911615397,1.9746290514516673e-05,0.00038915801715129673,19.707904979175886,0.9517092626701923,1.3810036752675554,58.50415790789528,22.096058804280887,9.210340371976184,0.0
3029,0.00040874205189778086,0,1.0,0.9517575534075221,1.050687747546377,0.9755806237351796,0.0003987608259372342,1.9718716608778522e-05,0.00038902333528900235,19.72863361278868,0.9517575534075221,1.381412417319453,58.52147365438899,22.10259867711125,9.210340371976184,0.0
3030,0.00040857976504363327,0,1.0,0.9518057958541146,1.0506344932504195,0.9756053484140577,0.00039861260403032767,1.9691176606390744e-05,0.0003888885884372425,19.74938299578448,0.9518057958541146,1.3818209970844968,58.53878252584254,22.10913595335195,9.210340371976184,0.0
3031,0.00040841744716743904,0,1.0,0.9518539900582605,1.0505812975987971,0.9756300477426167,0.00039846433347888623,1.966367047170337e-05,0.00038875377669573565,19.770153148933428,0.9518539900582605,1.3822294145316643,58.55608452094172,22.115670632506628,9.210340371976184,0.0
3032,0.0004082550983332784,0,1.0,0.9519021360682023,1.050528160521274,0.9756547217475056,0.0003983160143663553,1.9636198169096722e-05,0.0003886189001641817,19.790944093026457,0.9519021360682023,1.3826376696299976,58.57337963837504,22.12220271407996,9.210340371976184,0.0
3033,0.0004080927186052443,0,1.0,0.9519502339321341,1.0504750819477098,0.9756793704553428,0.0003981676467761741,1.9608759662981428e-05,0.00038848395894226285,19.811755848875325,0.9519502339321341,1.3830457623486028,58.59066787683371,22.128732197577644,9.210340371976184,0.0
3034,0.0004079303080474417,0,1.0,0.9519982836982019,1.0504220618080602,0.9757039938927184,0.0003980192307917758,1.9581354917798385e-05,0.0003883489531296433,19.83258843731264,0.9519982836982019,1.3834536926566503,58.607949235011716,22.135259082506405,9.210340371976184,0.0
3035,0.0004077678667239876,0,1.0,0.9520462854145038,1.0503691000323772,0.9757285920861926,0.00039787076649658667,1.9553983898018774e-05,0.00038821388282596884,19.85344187919184,0.9520462854145038,1.3838614605233743,58.62522371160568,22.14178336837399,9.210340371976184,0.0
3036,0.0004076053946990114,0,1.0,0.9520942391290892,1.0503161965508074,0.9757531650622965,0.00039772225397402696,1.9526646568144056e-05,0.00038807874813086735,19.874316195387202,0.9520942391290892,1.3842690659180734,58.64249130531499,22.148305054689175,9.210340371976184,0.0
3037,0.00040744289203665433,0,1.0,0.9521421448899601,1.0502633512935937,0.9757777128475318,0.0003975736933075104,1.9499342892705844e-05,0.0003879435491439485,19.895211406793983,0.9521421448899601,1.38467650881011,58.659752014841736,22.15482414096176,9.210340371976184,0.0
3038,0.00040728035880106995,0,1.0,0.9521900027450702,1.0502105641910735,0.975802235468371,0.0003974250845804443,1.9472072836266e-05,0.00038780828596480393,19.916127534328325,0.9521900027450702,1.3850837891689112,58.67700583889073,22.16134062670258,9.210340371976184,0.0
3039,0.0004071177950564238,0,1.0,0.9522378127423251,1.0501578351736798,0.9758267329512577,0.00039727642787622974,1.9444836363416625e-05,0.0003876729586930072,19.937064598927265,0.9522378127423251,1.3854909069639676,58.694252776169506,22.16785451142348,9.210340371976184,0.0
3040,0.00040695520086689345,0,1.0,0.9522855749295828,1.0501051641719403,0.9758512053226057,0.0003971277232782611,1.9417633438779982e-05,0.0003875375674281135,19.95802262154881,0.9522855749295828,1.3858978621648346,58.711492825388305,22.174365794637353,9.210340371976184,0.0
3041,0.00040679257629666854,0,1.0,0.9523332893546532,1.0500525511164773,0.975875652608801,0.0003969789708699269,1.939046402700845e-05,0.0003874021122696601,19.979001623172,0.9523332893546532,1.3863046547411313,58.728725985260105,22.1808744758581,9.210340371976184,0.0
3042,0.00040662992140995077,0,1.0,0.9523809560652985,1.0499999959380084,0.9759000748361988,0.00039683017073460856,1.9363328092784668e-05,0.0003872665933171661,20.00000162479676,0.9523809560652985,1.3867112846625413,58.74595225450058,22.18738055460066,9.210340371976184,0.0
3043,0.0004064672362709535,0,1.0,0.9524285751092332,1.049947498567345,0.9759244720311265,0.0003966813229556815,1.9336225600821237e-05,0.0003871310106701323,20.021022647444198,0.9524285751092332,1.3871177518988123,58.76317163182814,22.193884030380996,9.210340371976184,0.0
3044,0.00040630452094390245,0,1.0,0.952476146534124,1.0498950589353928,0.9759488442198823,0.0003965324276165145,1.930915651586095e-05,0.0003869953644280415,20.0420647121564,0.952476146534124,1.3875240564197562,58.78038411596392,22.2003849027161,9.210340371976184,0.0
3045,0.00040614177549303486,0,1.0,0.9525236703875899,1.0498426769731524,0.975973191428735,0.00039638348480047,1.9282120802676787e-05,0.00038685965469035806,20.063127839996383,0.9525236703875899,1.3879301981952492,58.797589705631765,22.206883171123987,9.210340371976184,0.0
3046,0.0004059789999826003,0,1.0,0.9525711467172023,1.0497903526117176,0.9759975136839245,0.0003962344945909039,1.9255118426071664e-05,0.0003867238815565286,20.084212052048446,0.9525711467172023,1.3883361771952318,58.814788399558246,22.21337883512371,9.210340371976184,0.0
3047,0.0004058161944768597,0,1.0,0.9526185755704851,1.0497380857822765,0.9760218110116624,0.0003960854570711656,1.922814935087864e-05,0.00038658804512598107,20.10531736941786,0.9526185755704851,1.3887419933897087,58.83198019647266,22.21987189423534,9.210340371976184,0.0
3048,0.00040565335904008625,0,1.0,0.9526659569949146,1.049685876416111,0.9760460834381308,0.00039593637232459807,1.9201213541960778e-05,0.00038645214549812545,20.126443813231088,0.9526659569949146,1.389147646748749,58.84916509510702,22.226362347979983,9.210340371976184,0.0
3049,0.0004054904937365647,0,1.0,0.9527132910379197,1.0496337244445961,0.9760703309894835,0.00039578724043453777,1.9174310964211185e-05,0.0003863161827723535,20.14759140463571,0.9527132910379197,1.3895531372424854,58.86634309419606,22.232850195879767,9.210340371976184,0.0
3050,0.00040532759863059185,0,1.0,0.9527605777468817,1.0495816297992004,0.9760945536918448,0.0003956380614843148,1.9147441582552975e-05,0.00038618015704803887,20.16876016480049,0.9527605777468817,1.389958464841116,58.883514192477264,22.239335437457857,9.210340371976184,0.0
3051,0.000405164673786476,0,1.0,0.9528078171691349,1.0495295924114862,0.976118751571311,0.00039548883555725245,1.9120605361939203e-05,0.0003860440684245368,20.18995011491542,0.9528078171691349,1.3903636295149024,58.90067838869079,22.24581807223844,9.210340371976184,0.0
3052,0.00040500171926853736,0,1.0,0.9528550093519658,1.0494776122131082,0.9761429246539495,0.00039533956273666784,1.909380226735298e-05,0.00038590791700118435,20.211161276191625,0.9528550093519658,1.390768631234171,58.917835681579575,22.252298099746735,9.210340371976184,0.0
3053,0.00040483873514110763,0,1.0,0.9529021543426138,1.0494256891358147,0.9761670729657981,0.000395190243105871,1.9067032263807327e-05,0.0003857717028773003,20.232393669861498,0.9529021543426138,1.3911734699693121,58.934986069889256,22.258775519508994,9.210340371976184,0.0
3054,0.0004046757214685306,0,1.0,0.9529492521882712,1.0493738231114464,0.9761911965328673,0.00039504087674816624,1.9040295316345238e-05,0.0003856354261521854,20.25364731717867,0.9529492521882712,1.3915781456907808,58.95212955236819,22.265250331052492,9.210340371976184,0.0
3055,0.00040451267831516136,0,1.0,0.9529963029360828,1.0493220140719368,0.976215295381138,0.0003948914637468505,1.9013591390039616e-05,0.00038549908692512175,20.27492223941805,0.9529963029360828,1.391982658369096,58.96926612776746,22.271722533905535,9.210340371976184,0.0
3056,0.00040434960574536665,0,1.0,0.9530433066331468,1.0492702619493115,0.9762393695365634,0.00039474200418521474,1.8986920449993146e-05,0.0003853626852953735,20.296218457875966,0.9530433066331468,1.3923870079748413,58.986395794840895,22.27819212759746,9.210340371976184,0.0
3057,0.0004041865038235252,0,1.0,0.9530902633265137,1.0492185666756892,0.9762634190250671,0.0003945924981465431,1.8960282461338632e-05,0.00038522622136218657,20.317535993869832,0.9530902633265137,1.3927911944786648,59.003518552345035,22.284659111658637,9.210340371976184,0.0
3058,0.00040402337261402686,0,1.0,0.9531371730631871,1.0491669281832807,0.9762874438725447,0.000394442945714113,1.8933677389238604e-05,0.00038508969522478825,20.338874868738543,0.9531371730631871,1.393195217851279,59.02063439903916,22.291123485620464,9.210340371976184,0.0
3059,0.00040386021218127334,0,1.0,0.953184035890124,1.0491153464043879,0.9763114441048636,0.0003942933469711956,1.8907105198885394e-05,0.00038495310698238795,20.360235103842424,0.953184035890124,1.3935990780634602,59.03774333368525,22.297585249015363,9.210340371976184,0.0
3060,0.00040369702258967775,0,1.0,0.9532308518542338,1.0490638212714058,0.976335419747862,0.00039414370200105517,1.8880565855501347e-05,0.0003848164567341764,20.381616720562963,0.9532308518542338,1.3940027750860498,59.05484535504805,22.304044401376796,9.210340371976184,0.0
3061,0.0004035338039036648,0,1.0,0.9532776210023796,1.0490123527168207,0.9763593708273504,0.00039399401088694954,1.8854059324338474e-05,0.00038467974457932633,20.403019740303243,0.9532776210023796,1.3944063088899534,59.07194046189502,22.310500942239255,9.210340371976184,0.0
3062,0.00040337055618767064,0,1.0,0.9533243433813772,1.0489609406732103,0.9763832973691107,0.00039384427371212997,1.882758557067862e-05,0.00038454297061699203,20.42444418448773,0.9533243433813772,1.394809679446141,59.08902865299634,22.316954871138257,9.210340371976184,0.0
3063,0.00040320727950614283,0,1.0,0.9533710190379958,1.048909585073244,0.9764071993988962,0.0003936944905598409,1.8801144559833435e-05,0.0003844061349463094,20.4458900745623,0.9533710190379958,1.3952128867256472,59.10610992712493,22.323406187610356,9.210340371976184,0.0
3064,0.00040304397392354046,0,1.0,0.9534176480189579,1.0488582858496824,0.9764310769424323,0.0003935446615133202,1.8774736257144315e-05,0.00038426923766639613,20.46735743199433,0.9534176480189579,1.3956159306995708,59.123184283056446,22.329854891193133,9.210340371976184,0.0
3065,0.00040288063950433403,0,1.0,0.9534642303709389,1.0488070429353775,0.9764549300254154,0.0003933947866557991,1.8748360627982518e-05,0.0003841322788763515,20.488846278272565,0.9534642303709389,1.3960188113390752,59.14025171956927,22.336300981425204,9.210340371976184,0.0
3066,0.00040271727631300516,0,1.0,0.953510766140568,1.0487558562632722,0.9764787586735145,0.00039324486607050205,1.872201763774881e-05,0.00038399525867525633,20.510356634907488,0.953510766140568,1.3964215286153883,59.1573122354445,22.342744457846212,9.210340371976184,0.0
3067,0.0004025538844140474,0,1.0,0.9535572553744274,1.0487047257664002,0.9765025629123701,0.00039309489984064734,1.8695707251873887e-05,0.00038385817716217355,20.53188852343091,0.9535572553744274,1.3968240824998024,59.17436582946599,22.349185319996838,9.210340371976184,0.0
3068,0.000402390463871965,0,1.0,0.953603698119053,1.0486536513778857,0.9765263427675942,0.0003929448880494457,1.866942943581799e-05,0.00038372103443614703,20.55344196539633,0.953603698119053,1.3972264729636743,59.19141250042031,22.35562356741879,9.210340371976184,0.0
3069,0.00040222701475127394,0,1.0,0.953650094420934,1.0486026330309444,0.976550098264771,0.00039279483078010207,1.864318415507115e-05,0.00038358383059620277,20.57501698237872,0.953650094420934,1.3976286999784255,59.20845224709678,22.36205919965481,9.210340371976184,0.0
3070,0.00040206353711650137,0,1.0,0.953696444326513,1.0485516706588813,0.9765738294294565,0.00039264472811581416,1.8616971375153022e-05,0.00038344656574134837,20.59661359597469,0.953696444326513,1.398030763515542,59.22548506828743,22.368492216248672,9.210340371976184,0.0
3071,0.0004019000310321855,0,1.0,0.9537427478821865,1.0485007641950925,0.9765975362871783,0.0003924945801397729,1.859079106161288e-05,0.00038330923997057263,20.618231827802486,0.9537427478821865,1.3984326635465743,59.24251096278706,22.374922616745188,9.210340371976184,0.0
3072,0.00040173649656287614,0,1.0,0.9537890051343043,1.048449913573064,0.9766212188634364,0.0003923443869351628,1.8564643180029642e-05,0.0003831718533828465,20.63987169950199,0.9537890051343043,1.3988344000431372,59.25952992939316,22.381350400690195,9.210340371976184,0.0
3073,0.00040157293377313395,0,1.0,0.95383521612917,1.0483991187263715,0.9766448771837029,0.00039219414858516165,1.853852769601186e-05,0.0003830344060771221,20.66153323273472,0.95383521612917,1.3992359729769104,59.27654196690598,22.387775567630566,9.210340371976184,0.0
3074,0.0004014093427275311,0,1.0,0.9538813809130408,1.0483483795886814,0.976668511273421,0.00039204386517294025,1.8512444575197682e-05,0.00038289689815233346,20.683216449183874,0.9538813809130408,1.399637382319638,59.29354707412852,22.394198117114207,9.210340371976184,0.0
3075,0.00040124572349065063,0,1.0,0.9539274995321277,1.0482976960937487,0.9766921211580074,0.0003918935367816629,1.8486393783254745e-05,0.00038275932970739587,20.704921370554437,0.9539274995321277,1.4000386280431285,59.31054524986647,22.400618048690056,9.210340371976184,0.0
3076,0.00040108207612708676,0,1.0,0.9539735720325956,1.0482470681754188,0.9767157068628494,0.00039174316349448673,1.8460375285880374e-05,0.0003826217008412064,20.726648018572998,0.9539735720325956,1.4004397101192556,59.32753649292832,22.40703536190809,9.210340371976184,0.0
3077,0.00040091840070144506,0,1.0,0.9540195984605631,1.0481964957676262,0.9767392684133074,0.00039159274539456266,1.8434389048801323e-05,0.00038248401165264374,20.74839641498802,0.9540195984605631,1.400840628519957,59.344520802125224,22.413450056319313,9.210340371976184,0.0
3078,0.00040075469727834175,0,1.0,0.9540655788621025,1.0481459788043948,0.9767628058347136,0.00039144228256503434,1.8408435037773963e-05,0.0003823462622405678,20.770166581569605,0.9540655788621025,1.4012413832172355,59.36149817627115,22.419862131475767,9.210340371976184,0.0
3079,0.00040059096592240465,0,1.0,0.9541115132832404,1.0480955172198378,0.9767863191523725,0.0003912917750890391,1.8382513218584165e-05,0.0003822084527038205,20.7919585401097,0.9541115132832404,1.4016419741831578,59.37846861418273,22.426271586930525,9.210340371976184,0.0
3080,0.0004004272066982721,0,1.0,0.9541574017699571,1.048045110948157,0.9768098083915604,0.0003911412230497069,1.8356623557047226e-05,0.0003820705831412249,20.813772312422103,0.9541574017699571,1.402042401389856,59.39543211467939,22.432678422237696,9.210340371976184,0.0
3081,0.0004002634196705936,0,1.0,0.9542032443681872,1.0479947599236434,0.9768332735775267,0.0003909906265301614,1.833076601900793e-05,0.0003819326536515857,20.83560792034244,0.9542032443681872,1.4024426648095267,59.41238867658328,22.439082636952428,9.210340371976184,0.0
3082,0.00040009960490403,0,1.0,0.954249041123819,1.0479444640806765,0.9768567147354923,0.00039083998561351916,1.830494057034053e-05,0.00038179466433368943,20.8574653857282,0.954249041123819,1.4028427644144308,59.429338298719266,22.445484230630893,9.210340371976184,0.0
3083,0.0003999357624632523,0,1.0,0.9542947920826952,1.0478942233537247,0.9768801318906507,0.00039068930038288984,1.8279147176948775e-05,0.0003816566152863035,20.879344730458648,0.9542947920826952,1.4032427001768941,59.44628097991498,22.451883202830306,9.210340371976184,0.0
3084,0.0003997718924129433,0,1.0,0.9543404972906124,1.0478440376773444,0.9769035250681679,0.00039053857092137664,1.825338580476578e-05,0.0003815185066081775,20.901245976435057,0.9543404972906124,1.403642472069307,59.463216719000776,22.458279553108913,9.210340371976184,0.0
3085,0.00039960799481779613,0,1.0,0.9543861567933218,1.0477939069861804,0.9769268942931819,0.0003903877973120755,1.8227656419754012e-05,0.00038138033839804213,20.923169145580644,0.9543861567933218,1.404042080064125,59.48014551480978,22.464673281026,9.210340371976184,0.0
3086,0.0003994440697425149,0,1.0,0.9544317706365285,1.0477438312149658,0.9769502395908035,0.0003902369796380756,1.8201958987905424e-05,0.0003812421107546095,20.94511425984048,0.9544317706365285,1.4044415241338675,59.497067366177816,22.47106438614188,9.210340371976184,0.0
3087,0.0003992801172518148,0,1.0,0.954477338865892,1.047693810298522,0.9769735609861159,0.0003900861179824594,1.8176293475241264e-05,0.0003811038237765736,20.96708134118169,0.954477338865892,1.4048408042511193,59.51398227194348,22.47745286801791,9.210340371976184,0.0
3088,0.00039911613741042156,0,1.0,0.9545228615270261,1.0476438441717577,0.9769968585041746,0.0003899352124283023,1.81506598478122e-05,0.00038096547756260934,20.989070411593286,0.9545228615270261,1.4052399203885297,59.530890230948096,22.483838726216476,9.210340371976184,0.0
3089,0.0003989521302830718,0,1.0,0.9545683386654991,1.0475939327696695,0.9770201321700076,0.00038978426305867294,1.8125058071698214e-05,0.0003808270722113736,21.011081493086344,0.9545683386654991,1.405638872518813,59.54779124203574,22.490221960301007,9.210340371976184,0.0
3090,0.0003987880959345131,0,1.0,0.9546137703268336,1.0475440760273418,0.9770433820086156,0.00038963326995663296,1.8099488113008533e-05,0.00038068860782150457,21.03311460769405,0.9546137703268336,1.4060376606147473,59.56468530405322,22.496602569835957,9.210340371976184,0.0
3091,0.00039862403442950356,0,1.0,0.9546591565565068,1.0474942738799462,0.9770666080449719,0.00038948223320523715,1.8073949937881765e-05,0.00038055008449162177,21.05516977747154,0.9546591565565068,1.406436284649177,59.581572415850104,22.50298055438683,9.210340371976184,0.0
3092,0.00039845994583281185,0,1.0,0.9547044973999502,1.0474445262627419,0.9770898103040224,0.0003893311528875332,1.8048443512485822e-05,0.00038041150232032606,21.077247024496007,0.9547044973999502,1.4068347445950098,59.59845257627869,22.509355913520157,9.210340371976184,0.0
3093,0.00039829583020921784,0,1.0,0.9547497929025504,1.047394833111075,0.9771129888106852,0.00038918002908656203,1.8022968803017747e-05,0.0003802728614062001,21.09934637086691,0.9547497929025504,1.407233040425219,59.615325784194006,22.515728646803502,9.210340371976184,0.0
3094,0.00039813168762351165,0,1.0,0.9547950431096478,1.0473451943603784,0.9771361435898519,0.00038902886188535776,1.799752577570401e-05,0.00038013416184780763,21.121467838705616,0.9547950431096478,1.4076311721128425,59.63219203845387,22.52209875380548,9.210340371976184,0.0
3095,0.0003979675181404942,0,1.0,0.9548402480665381,1.0472956099461728,0.9771592746663862,0.00038887765136694723,1.7972114396800213e-05,0.000379995403743694,21.143611450155753,0.9548402480665381,1.408029139630983,59.6490513379188,22.528466234095728,9.210340371976184,0.0
3096,0.00039780332182497695,0,1.0,0.9548854078184715,1.0472460798040648,0.9771823820651248,0.0003887263976143504,1.794673463259116e-05,0.0003798565871923858,21.165777227383114,0.9548854078184715,1.408426942952808,59.665903681452086,22.53483108724493,9.210340371976184,0.0
3097,0.00039763909874178204,0,1.0,0.9549305224106531,1.0471966038697478,0.9772054658108771,0.00038857510071058044,1.7921386449390836e-05,0.0003797177122923912,21.18796519257572,0.9549305224106531,1.4088245820515497,59.682749067919744,22.541193312824795,9.210340371976184,0.0
3098,0.00039747484895574217,0,1.0,0.9549755918882424,1.047147182079002,0.9772285259284251,0.00038842376073864335,1.789606981354253e-05,0.00037957877914219964,21.21017536794365,0.9549755918882424,1.4092220569005054,59.69958749619055,22.547552910408086,9.210340371976184,0.0
3099,0.00039731057253170044,0,1.0,0.9550206162963542,1.0470978143676934,0.9772515624425239,0.000388272377781538,1.787078469141857e-05,0.00037943978784028186,21.232407775719345,0.9550206162963542,1.409619367473037,59.71641896513604,22.553909879568593,9.210340371976184,0.0
3100,0.0003971462695345108,0,1.0,0.9550655956800579,1.0470485006717747,0.9772745753779017,0.0003881209519222567,1.7845531049420417e-05,0.00037930073848509036,21.254662438157546,0.9550655956800579,1.4100165137425715,59.733243473630466,22.560264219881144,9.210340371976184,0.0
